event_id,user_id,age_group,gender,device_type,os,content_type,content_genre,watch_duration_minutes,session_start_hour,ad_exposure_count,ad_skipped,subscription_type,network_type,buffering_events,rating_given,timestamp
13672,10911,25-34,Male,Tablet,Linux,Movie,Romance,7.4,19,3,0,Ad-supported,Broadband,1,4,07-02-2025 09:08
13673,10319,55+,Male,Laptop,Linux,Live Sports,Thriller,7.87,7,4,1,Ad-supported,5G,0,2,21-05-2025 09:57
13674,1072,55+,Male,Laptop,Android,Kids,Sports,79.91,8,1,0,Ad-supported,5G,1,4,13-01-2025 09:33
13675,1636,45-54,Male,Tablet,macOS,Movie,Drama,7.24,7,2,0,Free,Broadband,0,4,23-04-2025 16:09
13676,15479,35-44,Male,Mobile,Windows,TV Show,Documentary,41.1,18,2,0,Free,WiFi,0,1,18-03-2025 06:47
13677,19263,18-24,Other,Smart TV,iOS,Live Sports,Thriller,39.63,9,2,1,Premium,5G,0,3,12-03-2025 05:30
13678,9844,18-24,Male,Tablet,Android,Live Sports,Thriller,3.75,20,2,0,Free,WiFi,0,3,23-02-2025 13:41
13679,10852,35-44,Female,Mobile,Windows,News,Comedy,49.07,19,2,0,Free,5G,0,3,27-04-2025 04:27
13680,17797,25-34,Male,Laptop,iOS,Live Sports,Romance,6.63,18,2,0,Ad-supported,5G,0,1,19-02-2025 22:48
13681,4686,18-24,Female,Laptop,Windows,Movie,Romance,5.02,20,0,0,Free,5G,2,5,14-06-2025 15:32
13682,17823,25-34,Other,Laptop,Android,News,Thriller,5.2,18,2,1,Ad-supported,WiFi,0,4,11-04-2025 12:38
13683,7587,45-54,Male,Mobile,macOS,Kids,Romance,11.85,21,1,0,Ad-supported,4G,1,3,18-03-2025 13:25
13684,3141,45-54,Female,Tablet,macOS,News,Drama,5.56,22,6,1,Ad-supported,5G,0,4,15-03-2025 16:15
13685,920,25-34,Female,Tablet,Android,TV Show,Action,48.98,8,2,0,Free,4G,1,4,21-02-2025 22:45
13686,6602,18-24,Female,Laptop,Android,Kids,Drama,27.23,19,4,0,Free,5G,1,4,27-06-2025 08:11
13687,6823,25-34,Female,Mobile,Windows,News,Thriller,5.58,7,3,0,Free,4G,0,3,27-05-2025 22:00
13688,9986,25-34,Male,Mobile,Windows,News,Romance,14.99,21,2,0,Ad-supported,5G,0,4,14-05-2025 17:53
13689,11638,25-34,Male,Smart TV,Windows,TV Show,Drama,3.3,21,8,0,Ad-supported,5G,0,4,16-02-2025 02:55
13690,14777,25-34,Female,Laptop,Linux,News,Sports,24.68,6,1,0,Free,4G,0,5,18-05-2025 11:05
13691,6975,35-44,Female,Laptop,Windows,News,Sports,4,20,2,0,Ad-supported,4G,1,2,03-01-2025 07:22
13692,10444,35-44,Female,Tablet,Linux,Kids,Sports,50.33,19,7,1,Ad-supported,Broadband,1,4,19-02-2025 08:40
13693,2084,35-44,Female,Laptop,macOS,TV Show,Comedy,3.94,4,3,0,Free,WiFi,0,4,23-04-2025 21:32
13694,13803,18-24,Female,Laptop,macOS,TV Show,Thriller,33.61,8,1,0,Free,Broadband,1,2,10-06-2025 11:44
13695,524,18-24,Male,Laptop,iOS,Kids,Romance,24.64,12,0,0,Free,WiFi,0,5,25-03-2025 23:00
13696,18773,35-44,Male,Smart TV,macOS,News,Comedy,48.41,19,4,1,Ad-supported,5G,1,4,25-05-2025 07:34
13697,18304,25-34,Female,Laptop,macOS,TV Show,Documentary,23.67,15,0,0,Free,WiFi,2,3,14-04-2025 22:34
13698,8343,35-44,Male,Laptop,iOS,Movie,Comedy,20.65,19,2,0,Free,WiFi,0,3,08-01-2025 20:51
13699,2816,45-54,Female,Mobile,Linux,Kids,Thriller,6.27,18,5,0,Ad-supported,5G,0,4,17-06-2025 09:06
13700,8586,55+,Male,Mobile,macOS,News,Romance,45.7,11,6,1,Ad-supported,4G,1,3,27-01-2025 08:57
13701,4323,35-44,Male,Tablet,Windows,News,Romance,23.65,6,2,0,Ad-supported,WiFi,0,3,12-03-2025 20:19
13702,5002,45-54,Male,Tablet,iOS,TV Show,Sports,13.64,5,2,0,Free,5G,0,3,23-03-2025 11:22
13703,18381,45-54,Female,Laptop,Android,Movie,Sports,100.04,3,2,0,Ad-supported,WiFi,1,5,11-03-2025 03:06
13704,6831,35-44,Female,Laptop,Android,Live Sports,Action,24,9,2,1,Free,WiFi,1,2,08-03-2025 12:28
13705,1444,25-34,Male,Laptop,Linux,Live Sports,Comedy,70.46,20,2,0,Ad-supported,5G,1,1,08-01-2025 23:37
13706,4295,25-34,Female,Tablet,Android,Live Sports,Action,1.11,8,2,1,Ad-supported,4G,0,3,19-01-2025 02:10
13707,6482,25-34,Female,Mobile,macOS,Kids,Drama,3.33,6,3,0,Free,4G,1,2,11-06-2025 08:33
13708,135,18-24,Male,Tablet,macOS,Live Sports,Comedy,14.17,7,0,0,Ad-supported,WiFi,1,3,28-02-2025 02:15
13709,10306,Other,Male,Laptop,Linux,News,Drama,29.77,8,2,1,Ad-supported,Broadband,0,2,22-04-2025 19:46
13710,19070,18-24,Male,Laptop,Android,TV Show,Comedy,33.03,20,1,1,Ad-supported,WiFi,1,3,01-05-2025 09:44
13711,14573,25-34,Male,Tablet,Android,Kids,Sports,0,9,3,1,Ad-supported,5G,1,3,25-02-2025 06:56
13712,14996,18-24,Female,Tablet,Android,Kids,Action,29.94,17,1,1,Free,5G,0,4,27-03-2025 10:14
13713,946,45-54,Male,Tablet,Android,Live Sports,Romance,22.74,6,0,0,Premium,5G,0,4,06-05-2025 23:19
13714,11208,18-24,Female,Tablet,iOS,Kids,Drama,18.61,20,2,0,Ad-supported,WiFi,0,3,17-01-2025 10:12
13715,15009,35-44,Female,Tablet,Android,News,Action,18.8,3,3,0,Free,5G,0,2,04-02-2025 09:05
13716,19857,55+,Female,Mobile,macOS,Movie,Thriller,38.51,18,2,1,Ad-supported,4G,0,5,11-02-2025 06:47
13717,7221,45-54,Female,Laptop,Linux,Live Sports,Sports,0,7,1,0,Ad-supported,WiFi,0,3,20-01-2025 14:53
13718,5661,25-34,Male,Laptop,iOS,News,Romance,2.3,9,0,0,Premium,5G,0,2,24-06-2025 20:31
13719,505,Other,Male,Mobile,iOS,Live Sports,Romance,11.7,21,2,0,Ad-supported,WiFi,1,4,25-02-2025 15:12
13720,12172,25-34,Female,Mobile,Linux,News,Drama,34.45,18,2,0,Free,WiFi,1,3,12-01-2025 03:37
13721,12972,35-44,Female,Smart TV,iOS,Live Sports,Comedy,23.5,23,1,0,Premium,4G,0,3,31-01-2025 06:24
13722,3133,25-34,Male,Tablet,Android,News,Sports,4.39,5,2,1,Free,5G,0,3,19-01-2025 01:25
13723,1046,35-44,Female,Mobile,iOS,Live Sports,Documentary,0,4,2,0,Free,Broadband,0,5,06-03-2025 18:19
13724,13543,25-34,Male,Laptop,Windows,News,Documentary,4.78,21,2,1,Free,5G,2,3,03-03-2025 21:15
13725,13495,18-24,Male,Smart TV,iOS,Kids,Drama,41.95,21,3,1,Free,Broadband,1,2,29-04-2025 05:49
13726,845,25-34,Female,Laptop,iOS,Kids,Sports,16.19,6,1,0,Free,5G,0,4,11-03-2025 21:26
13727,18994,25-34,Male,Tablet,Linux,News,Documentary,75.32,19,0,0,Free,WiFi,0,4,04-06-2025 21:58
13728,16548,25-34,Male,Laptop,iOS,TV Show,Drama,3.9,8,1,0,Free,WiFi,0,2,05-03-2025 07:13
13729,1011,18-24,Male,Mobile,Windows,Kids,Drama,36.91,18,2,0,Free,WiFi,0,1,19-02-2025 23:32
13730,13894,25-34,Female,Tablet,Android,Kids,Documentary,1.53,7,2,0,Free,Broadband,1,3,26-02-2025 06:38
13731,8986,Other,Male,Laptop,Linux,Kids,Documentary,5.81,12,0,0,Free,Broadband,1,2,17-04-2025 10:28
13732,6469,25-34,Male,Laptop,Linux,Kids,Thriller,6.87,21,0,0,Premium,WiFi,2,1,18-01-2025 16:58
13733,16550,25-34,Male,Tablet,macOS,Live Sports,Romance,42.01,22,1,1,Free,5G,0,3,25-02-2025 09:00
13734,16617,18-24,Male,Mobile,macOS,Kids,Documentary,9.59,3,4,0,Ad-supported,WiFi,2,4,26-06-2025 18:32
13735,16328,18-24,Female,Smart TV,Windows,Movie,Sports,15.07,18,6,0,Ad-supported,4G,1,2,20-01-2025 08:49
13736,5210,18-24,Male,Tablet,Windows,News,Romance,6.89,16,2,0,Free,5G,0,3,25-01-2025 20:13
13737,18928,18-24,Male,Laptop,macOS,TV Show,Comedy,2.92,6,4,1,Ad-supported,WiFi,0,4,28-01-2025 19:27
13738,16772,45-54,Female,Tablet,Android,Kids,Action,39.54,20,5,0,Ad-supported,4G,1,5,22-06-2025 10:16
13739,934,18-24,Male,Tablet,macOS,Kids,Thriller,25.24,20,2,0,Free,4G,0,4,05-06-2025 10:25
13740,29,55+,Female,Smart TV,Android,TV Show,Sports,8.62,8,4,1,Premium,4G,2,3,26-05-2025 20:15
13741,5766,45-54,Female,Laptop,macOS,TV Show,Sports,40.25,20,0,0,Free,5G,1,3,07-03-2025 02:43
13742,3998,55+,Male,Tablet,Windows,Live Sports,Romance,39.34,20,3,0,Ad-supported,Broadband,1,3,24-05-2025 03:49
13743,9770,25-34,Male,Laptop,iOS,TV Show,Action,3.1,21,2,1,Ad-supported,5G,0,1,19-03-2025 05:05
13744,12947,35-44,Male,Smart TV,Linux,Movie,Documentary,18.49,20,2,0,Free,Broadband,0,2,01-06-2025 07:19
13745,12085,18-24,Female,Mobile,macOS,Kids,Documentary,85.17,18,3,0,Ad-supported,4G,0,3,20-01-2025 22:24
13746,12995,35-44,Male,Mobile,iOS,Kids,Comedy,7.5,18,1,0,Premium,5G,0,1,13-05-2025 22:18
13747,5587,45-54,Female,Tablet,Linux,Live Sports,Sports,20.49,20,5,1,Ad-supported,WiFi,0,1,05-03-2025 04:55
13748,15549,35-44,Female,Mobile,Android,TV Show,Drama,81.93,20,1,0,Free,WiFi,0,,19-05-2025 02:02
13749,11760,25-34,Male,Laptop,Android,TV Show,Action,6.37,5,8,0,Ad-supported,4G,0,5,25-06-2025 15:27
13750,16017,45-54,Male,Smart TV,Linux,TV Show,Thriller,10.06,21,3,1,Ad-supported,WiFi,1,1,10-01-2025 17:22
13751,3666,25-34,Female,Mobile,iOS,Live Sports,Thriller,20.25,14,3,0,Free,Broadband,0,2,21-02-2025 23:51
13752,3527,18-24,Female,Laptop,iOS,News,Sports,17.87,15,3,0,Free,Broadband,0,2,25-04-2025 05:12
13753,16102,25-34,Female,Laptop,Windows,News,Action,33.23,18,2,0,Free,5G,0,3,09-03-2025 04:00
13754,18318,18-24,Other,Mobile,macOS,News,Drama,6.56,7,1,0,Free,WiFi,1,2,06-05-2025 10:11
13755,2714,35-44,Female,Tablet,Linux,Kids,Documentary,43.78,14,4,0,Ad-supported,4G,1,4,10-02-2025 20:03
13756,19997,25-34,Female,Tablet,Android,News,Drama,24.42,6,3,0,Free,WiFi,1,5,05-03-2025 01:53
13757,8278,45-54,Female,Tablet,macOS,Movie,Comedy,57.23,18,1,0,Free,WiFi,2,1,28-03-2025 10:04
13758,9391,55+,Male,Laptop,iOS,Kids,Action,11.51,1,3,0,Free,WiFi,0,3,17-06-2025 19:52
13759,11977,18-24,Male,Mobile,Windows,Movie,Comedy,4.64,9,2,0,Ad-supported,Broadband,2,4,05-03-2025 02:17
13760,10913,45-54,Male,Mobile,Android,Movie,Action,4.22,14,1,0,Premium,WiFi,0,5,21-02-2025 20:14
13761,10223,45-54,Male,Tablet,macOS,Movie,Action,5.92,21,3,0,Free,WiFi,0,3,29-04-2025 21:45
13762,14625,45-54,Female,Mobile,Android,Live Sports,Thriller,6.29,8,0,0,Premium,5G,0,4,21-05-2025 03:27
13763,15098,18-24,Female,Laptop,iOS,Live Sports,Drama,4.73,19,2,0,Premium,5G,1,2,03-03-2025 05:18
13764,4751,45-54,Female,Smart TV,iOS,Kids,Comedy,12.35,13,6,0,Ad-supported,WiFi,0,3,29-05-2025 17:09
13765,12551,18-24,Female,Laptop,macOS,Kids,Drama,34.66,6,1,0,Free,4G,0,5,15-05-2025 16:21
13766,13304,55+,Female,Tablet,Android,News,Romance,31.29,18,1,0,Ad-supported,Broadband,1,5,26-02-2025 07:30
13767,9047,55+,Male,Mobile,macOS,Movie,Documentary,1.83,8,4,0,Free,4G,0,3,01-06-2025 19:27
13768,16255,45-54,Male,Tablet,macOS,Movie,Sports,78.75,8,0,0,Free,5G,1,3,08-03-2025 13:23
13769,3503,35-44,Male,Tablet,Windows,News,Drama,17.44,7,1,0,Ad-supported,WiFi,0,3,06-01-2025 07:49
13770,18649,35-44,Female,Laptop,macOS,Movie,Romance,10.57,6,6,1,Ad-supported,5G,0,3,30-05-2025 03:32
13771,6294,18-24,Male,Tablet,iOS,News,Documentary,81.06,12,1,1,Free,5G,0,3,11-02-2025 00:23
13772,18795,35-44,Male,Laptop,Windows,TV Show,Comedy,0,19,0,0,Ad-supported,5G,1,4,11-05-2025 15:25
13773,4327,45-54,Male,Smart TV,iOS,Movie,Documentary,61.29,9,0,0,Free,4G,0,4,22-02-2025 02:20
13774,16851,18-24,Female,Laptop,Android,Movie,Comedy,15.46,16,4,0,Ad-supported,WiFi,0,2,14-01-2025 19:02
13775,5877,35-44,Female,Laptop,iOS,Live Sports,Comedy,45.21,20,2,0,Ad-supported,5G,0,4,06-06-2025 22:29
13776,4448,35-44,Female,Laptop,macOS,News,Action,14.32,1,2,0,Ad-supported,4G,0,2,23-05-2025 07:26
13777,7989,18-24,Female,Laptop,iOS,TV Show,Drama,30.34,20,2,0,Ad-supported,4G,0,3,01-01-2025 23:22
13778,6310,25-34,Female,Tablet,Windows,Live Sports,Sports,25.86,7,0,0,Premium,Broadband,0,4,11-01-2025 19:52
13779,13010,45-54,Male,Smart TV,Android,Kids,Drama,30.56,22,3,0,Ad-supported,5G,1,4,01-05-2025 19:01
13780,16236,18-24,Female,Mobile,iOS,TV Show,Documentary,24.27,19,4,1,Ad-supported,WiFi,0,4,11-01-2025 03:25
13781,10164,55+,Female,Laptop,iOS,Movie,Documentary,43.92,7,2,0,Free,Broadband,2,1,15-01-2025 01:01
13782,12873,18-24,Male,Smart TV,iOS,Kids,Drama,39.58,3,1,1,Free,5G,2,4,05-03-2025 22:39
13783,3935,25-34,Male,Laptop,Windows,Kids,Sports,131.76,19,0,0,Free,Broadband,0,1,03-04-2025 17:02
13784,1732,45-54,Female,Tablet,macOS,Live Sports,Drama,50.15,18,2,0,Ad-supported,4G,2,4,10-03-2025 04:59
13785,13572,35-44,Male,Tablet,Windows,Movie,Action,10.07,13,0,0,Premium,WiFi,0,2,04-03-2025 09:58
13786,8612,35-44,Male,Mobile,Android,TV Show,Comedy,38,8,1,1,Premium,Broadband,0,4,19-03-2025 19:17
13787,19439,25-34,Male,Tablet,Windows,News,Action,8.05,6,1,1,Ad-supported,4G,0,2,16-02-2025 13:49
13788,19894,25-34,Female,Smart TV,Android,Live Sports,Documentary,6.84,19,3,0,Free,Broadband,0,4,01-06-2025 22:55
13789,9769,55+,Female,Tablet,iOS,Movie,Comedy,90.02,9,0,0,Premium,Broadband,0,5,18-05-2025 20:36
13790,5747,45-54,Female,Mobile,Android,Live Sports,Romance,28.41,20,0,0,Premium,5G,1,1,26-06-2025 16:05
13791,18965,35-44,Female,Smart TV,macOS,TV Show,Comedy,3.62,18,4,0,Ad-supported,4G,0,3,21-06-2025 12:56
13792,5075,25-34,Female,Mobile,Android,News,Thriller,25.43,18,0,0,Free,Broadband,0,3,08-01-2025 20:31
13793,14477,18-24,Male,Smart TV,Android,Live Sports,Sports,17.7,21,4,0,Free,5G,1,,08-05-2025 14:07
13794,5078,45-54,Female,Laptop,Android,Kids,Comedy,0,21,2,0,Ad-supported,Broadband,0,3,25-05-2025 16:33
13795,3457,35-44,Male,Smart TV,Linux,Kids,Comedy,66.36,6,3,0,Ad-supported,4G,2,1,23-06-2025 18:48
13796,728,18-24,Other,Tablet,macOS,Movie,Drama,6.43,19,1,1,Free,Broadband,0,2,10-04-2025 19:54
13797,987,18-24,Female,Tablet,macOS,Movie,Drama,51.28,9,2,0,Free,4G,0,3,30-03-2025 02:27
13798,16886,18-24,Male,Laptop,Windows,Kids,Comedy,27.72,18,4,0,Ad-supported,Broadband,1,5,01-06-2025 11:39
13799,8621,Other,Female,Mobile,Windows,Live Sports,Sports,4.64,18,1,1,Free,4G,1,3,11-06-2025 13:50
13800,6024,35-44,Female,Tablet,Windows,Live Sports,Sports,12.57,20,1,1,Free,5G,1,4,31-03-2025 05:06
13801,9485,55+,Male,Laptop,Linux,TV Show,Thriller,9.16,16,4,0,Ad-supported,4G,1,5,10-02-2025 00:29
13802,12159,18-24,Female,Laptop,Linux,News,Sports,51.14,21,1,0,Free,5G,0,3,17-02-2025 12:32
13803,10911,25-34,Male,Tablet,Linux,Kids,Romance,11.71,19,3,1,Free,WiFi,1,5,10-06-2025 06:06
13804,18224,35-44,Female,Laptop,Android,Kids,Sports,29.25,18,0,0,Premium,5G,0,3,07-02-2025 05:04
13805,15690,55+,Female,Tablet,Windows,News,Action,17.94,9,1,1,Premium,4G,2,3,16-02-2025 05:05
13806,16882,18-24,Female,Smart TV,Linux,TV Show,Documentary,24.55,16,0,0,Premium,4G,0,3,05-03-2025 02:36
13807,17484,25-34,Female,Mobile,Linux,TV Show,Comedy,2.22,21,3,1,Ad-supported,4G,0,4,16-01-2025 23:29
13808,6228,18-24,Male,Tablet,macOS,Live Sports,Sports,32.58,21,1,0,Free,4G,0,4,22-06-2025 21:42
13809,13913,18-24,Female,Mobile,Android,TV Show,Drama,28.06,20,2,0,Free,Broadband,1,2,06-04-2025 21:45
13810,1981,35-44,Female,Mobile,Windows,Live Sports,Action,40.53,15,1,0,Free,WiFi,0,3,18-03-2025 10:40
13811,16602,25-34,Male,Laptop,iOS,Kids,Drama,42.12,1,2,0,Free,WiFi,0,3,01-05-2025 05:30
13812,8831,25-34,Male,Smart TV,Android,TV Show,Documentary,25.35,18,0,0,Free,5G,1,4,02-01-2025 14:02
13813,11837,45-54,Female,Smart TV,Android,TV Show,Thriller,36.08,18,4,1,Ad-supported,5G,0,2,14-05-2025 16:33
13814,16975,45-54,Male,Mobile,Android,Live Sports,Sports,63.35,7,7,1,Ad-supported,Broadband,0,4,26-04-2025 05:59
13815,9782,18-24,Male,Mobile,Linux,Movie,Romance,0,19,3,0,Free,WiFi,0,3,15-03-2025 06:07
13816,10723,18-24,Other,Mobile,iOS,Movie,Sports,2.7,21,2,0,Free,WiFi,0,3,03-01-2025 03:48
13817,1861,25-34,Male,Laptop,Windows,Movie,Drama,14.03,9,2,1,Free,Broadband,1,,02-05-2025 03:36
13818,10780,18-24,Male,Laptop,macOS,TV Show,Romance,0.85,8,4,0,Ad-supported,Broadband,1,2,09-01-2025 11:53
13819,19309,35-44,Male,Tablet,iOS,News,Romance,1.49,7,4,1,Ad-supported,Broadband,0,4,02-03-2025 20:17
13820,14353,45-54,Female,Mobile,macOS,TV Show,Documentary,4.93,9,1,0,Ad-supported,5G,0,3,25-01-2025 09:18
13821,18511,18-24,Male,Smart TV,Android,Live Sports,Romance,8.36,6,1,1,Premium,4G,1,4,03-05-2025 18:19
13822,12705,25-34,Female,Laptop,macOS,Movie,Drama,12.86,19,1,1,Premium,5G,1,,18-04-2025 16:48
13823,2412,25-34,Male,Laptop,Android,News,Drama,17.21,6,4,1,Ad-supported,Broadband,1,3,17-06-2025 21:32
13824,14007,25-34,Female,Laptop,Linux,News,Documentary,5.39,20,1,1,Premium,Broadband,0,3,08-05-2025 03:16
13825,5008,25-34,Male,Laptop,iOS,TV Show,Romance,1.07,19,2,1,Free,4G,2,5,20-06-2025 10:32
13826,5636,25-34,Female,Tablet,iOS,Kids,Action,2.8,18,4,0,Free,Broadband,0,1,01-03-2025 23:02
13827,2761,45-54,Female,Tablet,Linux,Kids,Sports,70.87,4,2,0,Free,5G,0,4,24-01-2025 12:24
13828,14934,18-24,Male,Tablet,macOS,Movie,Drama,56.83,9,5,0,Free,WiFi,0,4,21-05-2025 02:38
13829,5078,18-24,Male,Mobile,macOS,Kids,Sports,35.44,20,1,1,Ad-supported,5G,0,5,30-04-2025 02:36
13830,18861,18-24,Male,Tablet,macOS,Live Sports,Romance,161.17,6,6,0,Ad-supported,4G,0,3,24-06-2025 20:08
13831,18631,35-44,Female,Smart TV,macOS,Live Sports,Documentary,5.56,7,3,0,Ad-supported,4G,1,4,30-05-2025 01:51
13832,17419,35-44,Female,Laptop,macOS,News,Comedy,30.27,6,1,1,Free,WiFi,0,3,11-01-2025 01:26
13833,11164,45-54,Female,Mobile,iOS,Movie,Documentary,32.05,18,3,1,Ad-supported,4G,1,4,11-06-2025 06:06
13834,7402,18-24,Female,Tablet,Windows,News,Documentary,10.91,6,2,1,Free,WiFi,0,4,17-01-2025 16:41
13835,10048,45-54,Male,Mobile,Windows,Live Sports,Documentary,44.17,21,8,0,Ad-supported,WiFi,1,4,23-02-2025 20:40
13836,18571,25-34,Male,Mobile,Android,TV Show,Sports,5,12,3,0,Ad-supported,4G,1,3,03-06-2025 16:19
13837,5819,18-24,Other,Tablet,Linux,Movie,Thriller,41.95,19,4,0,Free,5G,1,2,02-04-2025 15:51
13838,16269,18-24,Female,Laptop,Windows,TV Show,Sports,12.2,18,1,0,Free,4G,0,3,30-04-2025 19:43
13839,617,55+,Male,Mobile,Linux,News,Documentary,44.07,7,3,1,Free,Broadband,0,4,30-01-2025 23:08
13840,7756,45-54,Female,Laptop,macOS,News,Romance,19.97,18,3,0,Ad-supported,4G,0,2,17-06-2025 03:05
13841,11875,45-54,Female,Tablet,Android,TV Show,Comedy,115.07,19,5,0,Ad-supported,4G,1,4,23-03-2025 14:27
13842,6571,55+,Female,Tablet,Linux,News,Thriller,39.4,19,1,1,Premium,4G,1,3,27-04-2025 15:22
13843,1609,18-24,Male,Tablet,Windows,Movie,Comedy,30.18,19,1,0,Free,5G,0,5,02-04-2025 21:32
13844,4523,35-44,Female,Mobile,iOS,News,Drama,24.16,9,3,0,Ad-supported,4G,2,3,02-04-2025 21:27
13845,15798,18-24,Male,Laptop,Windows,News,Drama,32.37,18,2,1,Ad-supported,WiFi,0,2,10-01-2025 21:14
13846,4812,25-34,Female,Laptop,iOS,Movie,Sports,24.17,6,1,0,Free,5G,1,1,02-04-2025 16:35
13847,11913,45-54,Other,Laptop,Linux,Kids,Romance,16.49,18,2,1,Free,4G,1,4,18-01-2025 14:38
13848,18588,18-24,Male,Smart TV,Android,Kids,Action,5.65,8,1,0,Premium,4G,0,3,21-03-2025 04:47
13849,15995,35-44,Male,Tablet,Android,Live Sports,Thriller,32.96,16,1,0,Ad-supported,Broadband,0,1,13-05-2025 18:30
13850,1894,Other,Male,Smart TV,Android,Live Sports,Action,69.55,18,1,0,Premium,WiFi,0,5,01-03-2025 22:18
13851,12463,45-54,Female,Tablet,Linux,Live Sports,Documentary,1.18,19,0,0,Free,WiFi,1,1,08-06-2025 12:07
13852,9109,18-24,Male,Tablet,Windows,Kids,Romance,4.68,9,1,0,Free,5G,1,4,08-05-2025 20:36
13853,11748,18-24,Male,Tablet,Linux,News,Sports,14.18,0,2,0,Free,WiFi,0,3,30-04-2025 02:24
13854,7068,55+,Male,Smart TV,Windows,News,Documentary,76.3,21,3,0,Premium,Broadband,1,5,30-04-2025 20:21
13855,8809,35-44,Female,Laptop,Linux,Live Sports,Comedy,0,20,0,0,Free,5G,0,3,16-02-2025 07:43
13856,3955,25-34,Female,Tablet,Android,TV Show,Thriller,39.88,15,0,0,Premium,5G,0,3,20-05-2025 00:36
13857,12197,45-54,Male,Mobile,Android,News,Action,28.78,9,8,0,Ad-supported,WiFi,0,3,22-05-2025 00:48
13858,8468,18-24,Male,Laptop,Android,News,Comedy,45.43,8,4,0,Ad-supported,4G,1,5,22-01-2025 13:22
13859,15151,Other,Female,Smart TV,macOS,Kids,Comedy,20.38,23,6,0,Ad-supported,5G,0,5,02-06-2025 15:58
13860,2892,18-24,Female,Tablet,iOS,TV Show,Sports,8.4,6,1,0,Free,4G,0,3,15-06-2025 01:59
13861,6246,35-44,Other,Laptop,Windows,Kids,Sports,46.29,19,2,1,Ad-supported,5G,0,2,01-03-2025 02:00
13862,8317,18-24,Male,Smart TV,macOS,Movie,Action,8.5,5,2,0,Ad-supported,4G,0,1,01-04-2025 15:05
13863,16689,25-34,Female,Laptop,macOS,Kids,Romance,1.75,18,2,0,Ad-supported,5G,0,5,27-06-2025 21:35
13864,15403,35-44,Male,Tablet,Linux,News,Comedy,43.92,20,0,0,Free,Broadband,0,3,26-03-2025 01:24
13865,15099,18-24,Male,Laptop,iOS,News,Documentary,39.59,15,2,0,Free,Broadband,0,3,02-03-2025 09:35
13866,463,35-44,Male,Mobile,macOS,TV Show,Thriller,13.67,7,6,0,Ad-supported,4G,1,4,10-04-2025 22:51
13867,8910,55+,Female,Laptop,Android,Movie,Drama,19.52,6,2,1,Premium,5G,0,2,30-04-2025 00:29
13868,8043,45-54,Male,Tablet,macOS,News,Comedy,42.18,6,2,0,Free,4G,0,3,03-06-2025 14:58
13869,12858,35-44,Male,Smart TV,Linux,Movie,Sports,8.47,7,1,0,Premium,5G,1,4,14-05-2025 11:25
13870,19865,25-34,Male,Laptop,macOS,TV Show,Romance,12.16,0,2,1,Ad-supported,Broadband,2,4,20-02-2025 18:18
13871,17253,25-34,Other,Mobile,Linux,Live Sports,Thriller,25.21,19,5,0,Ad-supported,Broadband,0,3,03-05-2025 08:23
13872,9816,18-24,Female,Laptop,Linux,News,Action,126.95,23,4,0,Ad-supported,5G,0,4,03-04-2025 16:31
13873,16323,25-34,Male,Mobile,iOS,News,Documentary,42.62,8,3,0,Free,5G,0,,12-06-2025 20:20
13874,13394,45-54,Other,Laptop,Linux,TV Show,Drama,21.47,18,0,0,Free,5G,1,4,15-06-2025 11:05
13875,16126,45-54,Male,Mobile,macOS,News,Documentary,6.74,19,2,0,Free,WiFi,0,5,13-01-2025 17:05
13876,16059,55+,Female,Laptop,Linux,TV Show,Comedy,2.55,18,1,0,Premium,4G,1,2,04-03-2025 08:33
13877,12672,45-54,Female,Laptop,macOS,Movie,Drama,3.03,19,2,0,Premium,5G,1,3,19-01-2025 03:55
13878,17696,25-34,Male,Laptop,Android,Live Sports,Sports,6.8,13,0,0,Free,4G,1,3,08-02-2025 22:14
13879,10742,45-54,Male,Tablet,Windows,Live Sports,Drama,24.86,20,0,0,Premium,Broadband,0,3,08-04-2025 04:52
13880,10636,18-24,Male,Mobile,Windows,News,Sports,3.03,9,1,0,Free,4G,2,3,25-02-2025 01:15
13881,7398,18-24,Female,Tablet,iOS,Kids,Thriller,5.11,18,2,0,Free,4G,1,4,25-05-2025 01:08
13882,13850,45-54,Female,Laptop,iOS,TV Show,Drama,94.8,6,5,0,Free,5G,1,2,28-04-2025 05:56
13883,12632,45-54,Male,Laptop,Linux,Movie,Documentary,14.43,19,0,0,Free,4G,0,3,12-03-2025 19:37
13884,3952,45-54,Female,Laptop,Linux,Movie,Thriller,35.36,21,3,1,Ad-supported,Broadband,2,4,24-05-2025 22:03
13885,10149,55+,Female,Mobile,Android,News,Documentary,100.24,7,0,0,Premium,4G,1,5,05-06-2025 14:56
13886,13820,45-54,Other,Smart TV,macOS,TV Show,Drama,11.06,16,2,1,Free,5G,0,3,28-05-2025 21:40
13887,1626,25-34,Other,Tablet,iOS,Movie,Documentary,72.51,19,0,0,Premium,4G,0,4,06-03-2025 08:48
13888,7576,18-24,Male,Laptop,macOS,Live Sports,Action,82.95,18,0,0,Free,4G,0,3,02-02-2025 06:14
13889,18391,25-34,Male,Laptop,iOS,TV Show,Thriller,14.35,21,3,0,Ad-supported,Broadband,1,1,22-01-2025 14:24
